franchise,property_name,product_line,manufacturer,release_year,wave,item_name,release_type,source_name,source_url,notes,image_url,packaged_image_url
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Fireflight with Firebot & Thunderwing,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-fireflight-with-firebot-amp-thunderwing/23035/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23040.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Frostbite,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-frostbite/12811/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12814.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Inferno,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-inferno/23085/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23088.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Longhorn,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-longhorn/12559/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12562.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Nemesis Strika,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-nemesis-strika/23122/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23125.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Night Slash Cheetor,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-night-slash-cheetor/12573/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12576.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Prowl Wal-Mart Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-wal-mart-exclusive-prowl/23171/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23174.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Reptilion,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-reptilion/23262/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23265.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Side Burn,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-side-burn/23304/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23307.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Silverbolt,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-silverbolt/23328/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23331.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Skydive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-skydive/23340/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23343.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Skywarp,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-skywarp/23352/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23355.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Snarl,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-snarl/23364/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23367.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Snow Cat KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-kb-toys-exclusive-snow-cat/12825/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12828.jpg,
