Item,ReleaseType,WaveName,ReleaseYear,ProductLine,PropertyName,Manufacturer
Headmaster: Weirdwolf,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Monsterbot: Doublecross,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Monsterbot: Grotusque,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Monsterbot: Repugnous,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Pounce & Wingspan,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Punch,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Scorponok,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Sixshot,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Blurr,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Crosshairs,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Cyclonus,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Hot Rod,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Kup,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Misfire,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Pointblank,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Scourge,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Slugslinger,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Sureshot,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Targetmaster: Triggerhappy,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Terrorcon: Blot,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Terrorcon: Cutthroat,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Terrorcon: Hun-gurrr,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Terrorcon: Rippersnapper,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Terrorcon: Sinnertwin,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Throttlebot: Chase,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Throttlebot: Freeway,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Throttlebot: Goldbug,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Throttlebot: Rollbar,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Throttlebot: Searchlight,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Throttlebot: Wideload,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
24 Carat Sound,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Aja,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Ashley (Starlight Girls),Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Banee (Starlight Girls),Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Broadway Magic,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Clash,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Come on In,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Congratulations,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Danse,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Designing Woman,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Electric Chords,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Fire and Ice,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Flash and Sizzle Jem,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Friend or Stranger,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Gimmee Gimmee Gimmee,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Glitter and Gold Jem/Jerica,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Glitter and Gold Rio,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Gold Rush,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Golden Days Diamond Nights,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
How You Play the Game,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
It All Depends on the Mood,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
It Takes a Lot,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Jetta,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Kimber,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Krissie (Starlight Girls),Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Lightnin' Strikes,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Love's Not Easy,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Midnight Magic,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Moroccan Magic,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Purple Haze,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Putting it all Together,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Raya,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Rhythm and Flash,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Rock and Curl Jem,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Rock 'n Roses,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Running Like the Wind,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Set Your Sails,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Shana,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
Share a Little Bit,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
She Makes an Impression,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Splashes of Sound,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Star Struck Guitar,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Synergy,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
There Aint Nobody Better,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
There's a Melody Playin',Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Time is Running Out,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Universal Appeal,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Video,Figure,Wave 2,1987,Vintage Jem,Jem,Mattel
We Can Change It,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
We're Off and Running,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
You Can't Catch Me,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
You Gotta be Fast,Fashion,Wave 2,1987,Vintage Jem,Jem,Mattel
Arzon,Figure,Visionaries,1987,Visionaries,Visionaries,Hasbro
Capture Chariot with Feryl,Vehicle,Visionaries,1987,Visionaries,Visionaries,Hasbro
Cindarr,Figure,Visionaries,1987,Visionaries,Visionaries,Hasbro
Cravex,Figure,Visionaries,1987,Visionaries,Visionaries,Hasbro
Cryotek,Figure,Visionaries,1987,Visionaries,Visionaries,Hasbro
Dagger Assault with Reekon,Vehicle,Visionaries,1987,Visionaries,Visionaries,Hasbro
Darkstorm,Figure,Visionaries,1987,Visionaries,Visionaries,Hasbro
Lancer Cycle with Ectar,Vehicle,Visionaries,1987,Visionaries,Visionaries,Hasbro
Leoric,Figure,Visionaries,1987,Visionaries,Visionaries,Hasbro
Lexor,Figure,Visionaries,1987,Visionaries,Visionaries,Hasbro
Sky Claw with Mortdred,Vehicle,Visionaries,1987,Visionaries,Visionaries,Hasbro
Witterquick,Figure,Visionaries,1987,Visionaries,Visionaries,Hasbro
Walkie Talkies,Accessory,Licensed Products,1987,Captain Power,Captain Power,Mattel
Battle Buzzsaw,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Battle Eagle,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Battle Savanna,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Battling Big Horn,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Battling Deer Stalker,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Battling Tearn' Tiger,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Bighorn Sheep,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Blazing Eagle,Playset,Series 1,1987,Battlebeasts,Transformers,Hasbro
Blitzkrieg Bat,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Bloodthirsty Bison,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Blue Drill,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Colonel Bird,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Crusty Crab,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Danger Dog,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Deer Stalker,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Fennec Shield Battler,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Ferocious Tiger,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Fight-Horn Shield Battler,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Gargantuan Gorilla,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Gold Drill,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Grizzly Bear,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Grotess Drill,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Grusome Gator,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Hardtop Tortoise,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Hare Razing Rabbit,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Horny Toad,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Killer Carp,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Killer Hound Shield Battler,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Maroon Drill,Vehicle,Series 1,1987,Battlebeasts,Transformers,Hasbro
Pirate Lion,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Prickly Porcupine,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Rocky Rhino,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Romain' Buffalo,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Rubberneck Giraffe,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Sawtooth Shark,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Shocking Shark,Playset,Series 1,1987,Battlebeasts,Transformers,Hasbro
Sir Sire Horse,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Sledgehammer Elephant,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Sly Fox,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Swiny Boar,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Triple Threat Snake,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
War Weasel,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Web Slinger Spider,Figure,Series 1,1987,Battlebeasts,Transformers,Hasbro
Wood Beetle,Playset,Series 1,1987,Battlebeasts,Transformers,Hasbro
Armoured Armadillo,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Atic Anteater,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Bludgeonly Bulldog,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Chameleon,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Cutthroat Cuttlefish,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Dragoon Racoon,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Eager Beaver,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Hummungus Hippo,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Hunchback Camel,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Icky Iguana,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Jaded Jag,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Kickback Kangaroo,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Knight Owl,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Major Moose,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Miner Mole,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Octillion Octopus,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Pew-Trid Skunk,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Pillaging Polarbear,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Powerhouse Mouse,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Run Amuck Duck,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Sabre Sword Tiger,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Slasher Seahorse,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Squirely Squirrel,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Wolfgang Walrus,Figure,Series 2,1987,Battlebeasts,Transformers,Hasbro
Laser Power He-Man,Figure,Wave 7,1988,Vintage MOTU,Masters of the Universe,Mattel
Laser Power Skeletor,Figure,Wave 7,1988,Vintage MOTU,Masters of the Universe,Mattel
April,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Be-Bop,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cheapskate,Vehicle,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Donatello,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Foot Soldier,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Gags Jokes and Crazy Weapons: Set 1 Squirting Ring,Accessory,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Gags Jokes and Crazy Weapons: Set 2 Disappearing Ink,Accessory,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Gags Jokes and Crazy Weapons: Set 3 Razzer,Accessory,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Knuckle Head,Vehicle,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Leonardo,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Michael Angelo,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Party Wagon,Vehicle,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Raphael,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Rocksteady,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shredder,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Splinter,Figure,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Batter Fun: Donatello,Role Play,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Batter Fun: Leonardo,Role Play,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Batter Fun: Michael Angelo,Role Play,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Batter Fun: Raphael,Role Play,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Battle Fun Set: Donatello,Role Play,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Battle Fun Set: Leonardo,Role Play,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Battle Fun Set: Michael Angelo,Role Play,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Battle Fun Set: Raphael,Role Play,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Blimp,Vehicle,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Trooper,Vehicle,Wave 1,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Alarm Clock,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
April O'Neil Digital Watch,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Donatello Nightlight,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Donatello Weighlifting Mirror,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Don't Do Drugs! A Rap Song,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Fofone ,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Leonardo Nightlight,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Leonardo Surfing Mirror,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Leonardo Yo-Yo,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Raph's Turtle Tugboat Soap Dish,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Sewer Scope Periscope,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Sewer Toy Storage Chest,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Subterranian Sewer Hockey,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Teenage Mutant Hero Turtles Electronic Pinball,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Teenage Mutant Ninja Turtles Colorforms,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Turtle Van Floating Soap Dish,Accessory,Licensed Products,1988,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Bluegrass Ultrasonic Suit,Figure,Wave 2,1988,Silverhawks,Silverhawks,Kenner
Condor with Jet Stream,Figure,Wave 2,1988,Silverhawks,Silverhawks,Kenner
Hardware with Prowler,Figure,Wave 2,1988,Silverhawks,Silverhawks,Kenner
Moon Styker with Tail-Spin,Figure,Wave 2,1988,Silverhawks,Silverhawks,Kenner
Quicksilver Ultrasonic Suit,Figure,Wave 2,1988,Silverhawks,Silverhawks,Kenner
Steelwill Ultrasonic Suit,Figure,Wave 2,1988,Silverhawks,Silverhawks,Kenner
Windhammer with Tuning Fork,Figure,Wave 2,1988,Silverhawks,Silverhawks,Kenner
Brain Blaster Ghost,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Ecto-2,Vehicle,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Fright Feature: Janine Melnitz,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Gooper Ghost: Green Ghost,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Haunted Human: Ex-Cop,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Haunted Human: Granny Gross,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Haunted Human: Hard Hat Horror,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Haunted Human: Mail Fraud,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Haunted Human: Terror Trash,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Haunted Human: Tombstone Tackle,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Highway Haunter,Vehicle,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Pull Speed Ahead Ghost,Figure,Wave 4,1988,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Cadet Set,Role Play,Wave 1,1988,Police Academy,Police Academy,Kenner
Carey Mahoney,Figure,Wave 1,1988,Police Academy,Police Academy,Kenner
Claw,Figure,Wave 1,1988,Police Academy,Police Academy,Kenner
Crash Cycle,Vehicle,Wave 1,1988,Police Academy,Police Academy,Kenner
Crazy Cruiser,Vehicle,Wave 1,1988,Police Academy,Police Academy,Kenner
Eugene Tackleberry,Figure,Wave 1,1988,Police Academy,Police Academy,Kenner
Gas Gushers,Role Play,Wave 1,1988,Police Academy,Police Academy,Kenner
Hand Cuffers,Role Play,Wave 1,1988,Police Academy,Police Academy,Kenner
Larvell Jones,Figure,Wave 1,1988,Police Academy,Police Academy,Kenner
Loudmouth Bullhorn,Role Play,Wave 1,1988,Police Academy,Police Academy,Kenner
Moses Hightower,Figure,Wave 1,1988,Police Academy,Police Academy,Kenner
Mr. Sleaze,Figure,Wave 1,1988,Police Academy,Police Academy,Kenner
Numbskull,Figure,Wave 1,1988,Police Academy,Police Academy,Kenner
Precinct Police Station,Playset,Wave 1,1988,Police Academy,Police Academy,Kenner
Wacky Wallet,Role Play,Wave 1,1988,Police Academy,Police Academy,Kenner
Zed,Figure,Wave 1,1988,Police Academy,Police Academy,Kenner
Afterburner,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Barracuda,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Detonator,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Dynamo,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Fireforce,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Skybolt,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Stiletto,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Vandal,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Wolfbeast,Vehicle,Wave 4,1988,M.A.S.K.,M.A.S.K.,Kenner
Astro-Viper,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Blizzard,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Budo,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Charbroil,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Adder,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Battle Barge,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra BUGG,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Imp,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Stellar Stiletto,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Desert Fox 6W.D.,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Armadillo,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Destro (V2),Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Ferret,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Ghostrider,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Nullifier,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Secto-Viper,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Sgt. Slaughter (V3),Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Skidmark,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Star-Viper,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Wildcard,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Windmill,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Hardball,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Hit & Run,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Hydro-Viper,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Iron Grenadiers,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Iron Grenadiers A.G.P.,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Iron Grenadiers D.E.M.O.N.,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Iron Grenadiers Destro's Despoiler,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Lightfoot,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Mean Dog,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Muskrat,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Night Force: Crazylegs (V2),Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Night Force: Falcon (V2),Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Night Force: Outback (V2),Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Night Force: Psych-Out (V2),Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Night Force: Sneak Peak (V2),Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Night Force: Tunnel Rat (V2),Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Phantom X-19,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
R.P.V.,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Repeater,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Road Pig,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Road Pig,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Rolling Thunder,Vehicle,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
Shockwave,Figure,Wave 7,1988,Vintage G.I. Joe,G.I. Joe,Hasbro
