Item,ReleaseType,WaveName,ReleaseYear,ProductLine,PropertyName,Manufacturer
Contruction Mutation Mike,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cruisin' Leo with Classic Sewer Cycle,Vehicle,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cyber Samarai Bebop,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cyber Samarai Don,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cyber Samarai Leo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cyber Samarai Mike,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cyber Samarai Raph,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cyber Samarai Shredder,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Dwarf Don,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Eggsplodin' Donatello,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Farmer Don with Modern Mutant Tractor,Vehicle,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Gatekeeper Rocksteady,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Giant Mutatin Donatello,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Giant Mutatin Leonardo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Giant Mutatin Michael Angelo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Giant Mutatin Raphael,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Giant Troll Donatello,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Giant Troll Leonardo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Giant Troll Michael Angelo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Giant Troll Raphael,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Hero Hatchin' Michael Angelo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Krang's Android Body (Mini),Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Kung Fu Donatello,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Kung Fu Michael Angelo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Kung Fu Raphael,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Kung Fu Rocksteady,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Leo Lair Playset,Mini,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Lunar Leonardo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Moon Landin' Michael Angelo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Movie III Turtlepault with Whit Action Figure,Vehicle,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Pizza Powered Turtle Prop,Vehicle,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Pizza Skimmin' Jet Boat,Vehicle,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Pizza Tossin' Don,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Pizza Tossin' Leonardo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Pizza Tossin' Michael Angelo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Pizza Tossin' Raphael,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Raph Feudal Castle Playset,Mini,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Retro Rocket Raphael,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Road Racin' Mike with Kowabunga Bike,Vehicle,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Robotic Foot Soldier,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Scuba Divin' Raph with Psychout Spinout Scuba Tube,Vehicle,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shell Splittin' Raphael,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun April,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun Don,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun Leo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun Mike,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun Raph,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun Shoate,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun Shredder,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun Splinter,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Shogun Triceraton,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Star Trek: Captain Leo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Star Trek: Chief Engineer Mike,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Star Trek: Chief Medical Officer Raph,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Star Trek: First Officer Don,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Surfer Leo with Mondo Mutant Surfer Tube,Vehicle,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Talkin' Turtle Communicator,Role Play,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Tokka Technodrome Playset,Mini,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Touchdown Donatello,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Undercover Turtles: Undercover Don,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Undercover Turtles: Undercover Leo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Undercover Turtles: Undercover Mike,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Undercover Turtles: Undercover Raph,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Universal Monsters: Bride of Frankenstein April,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Universal Monsters: Creature from the Black Lagoon Leonardo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Universal Monsters: Invisible Man Michael Angelo,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Universal Monsters: The Mutant Raphael,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Warrior Bebop,Figure,Wave 7,1994,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Lobotomaxx,Figure,Wave 13,1994,Vintage G.I. Joe,G.I. Joe,Hasbro
Commando Modo,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Grease Pit's Grunge Cycle,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Home-Run Throttle,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Jail Cruiser,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Mega Mice: Modo,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Mega Mice: Throttle,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Mega Mice: Vinnie,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Modo Gift Set,Multi-Pack,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Modo's Commando Cruiser,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Modo's Mondo Chopper,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Napolean Brie,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Rad Rebel Vinnie,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Rimfire,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Rock Rippin' Vinnie,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Sand Slammin' Modo,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Sky Commander,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Slam-Dunk Vinnie,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Super Sidecar,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Tail Whippin' Throttle,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Throttle Gift Set,Multi-Pack,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Throttle's Martian Monster Bike,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Throttle's Spike Bike Chopper,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Touchdown Modo,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Turf Thrashin' Throttle,Figure,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Vinnie Gift Set,Multi-Pack,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Vinnie's Radical Rocket Sled,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Vinnie's Rebel Rocket Cycle,Vehicle,Wave 2,1994,Vintage Biker Mice,Biker Mice From Mars,Galoob
Captain Planet (Anti-Radiation Armor),Figure,Wave 4,1994,Vintage Captain Planet,Captain Planet,Tiger Toys
Captain Planet (Firestorm),Figure,Wave 4,1994,Vintage Captain Planet,Captain Planet,Tiger Toys
Captain Planet (Thunder and Lightning),Figure,Wave 4,1994,Vintage Captain Planet,Captain Planet,Tiger Toys
Auto-Morphin Billy,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Auto-Morphin Jason,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Auto-Morphin Kimberley,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Auto-Morphin Tommy,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Auto-Morphin Trini,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Auto-Morphin Zach,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Clawing Dramole,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Deluxe Thunder Megazord,Vehicle,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Devouring Snizard Lips,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Eye Popping Eye Guy,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Food Gobbling Pudgy Pig,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Goo Fish,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Guitardo,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Karate Kickin Billy,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Karate Kickin Jason,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Karate Kickin Kimberly,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Karate Kickin Trini,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Karate Kickin Zach,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Killer Bite Slippery Shark,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Lord Zed,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Missile Launch Pete and Repeat,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Peck Attack Peckster,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Pirantis Head,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Power Dome Morphin Playset,Playset,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Red Dragon Thunderzord,Vehicle,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Rhino Blaster,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Slash and Block Minotaur,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Slicing Horns Stag Beetle,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Snatch Attack Spidertron,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Socadillo,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Stinger Shooter Grumble Bee,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Sword Slashing Knasty Knight,Figure,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Thunder Megazord (Special Size),Vehicle,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Thunderzord Assault Team,Vehicle,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Tor the Shuttlezord,Vehicle,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
White Tigerzord with White Ranger,Vehicle,Wave 2,1994,Mighty Morphin Power Rangers,Power Rangers,Bandai
Arctic Donatello,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Carry Along Communicator Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Carry Along Katana Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Carry Along Sai Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cave Bebop's Dino Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
City Wars,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Crushin' Slam Bam Combo,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cyber-Jet Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Cyber-Rover Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Dark Devil Shredder,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Dark Shredder,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Deep Sea Diver Leonardo,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Dimension X Wars,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Dino Jammin' Combo,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Donatello's Basketball Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Donatello's Sewer-Hero Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Fire Fightin' Frenzy Combo,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
High Flyin' and Road Ragin' Combo,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Japanese Super Mutant Donatello,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Japanese Super Mutant Leonardo,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Japanese Super Mutant Michael Angelo,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Japanese Super Mutant Raphael,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Jim Lee: Donatello,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Jim Lee: Michael Angelo,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Jim Lee: Raphael,Figure,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
Leonardo's Mutant Military Playset,Mini,Wave 8,1995,TMNT Vintage Playmates,Teenage Mutant Ninja Turtles,Playmates
