OnHand,Complete,Sealed,Boxed,Item,Type,Property,Line,Wave,match_status,match_strategy,matched_catalog_item_id,matched_catalog_franchise,matched_catalog_property_name,matched_catalog_product_line,matched_catalog_manufacturer,matched_catalog_release_year,matched_catalog_wave,matched_catalog_item_name
1,1,1,1,Red Dragon Thunderzord,Vehicle,Power Rangers,Mighty Morphin Power Rangers,Wave 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,White Tigerzord with White Ranger,Vehicle,Power Rangers,Mighty Morphin Power Rangers,Wave 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,0,1,Tor the Shuttlezord,Vehicle,Power Rangers,Mighty Morphin Power Rangers,Wave 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,0,1,Socadillo,Figure,Power Rangers,Mighty Morphin Power Rangers,Wave 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,0,Snapping Chest Flytrap,Figure,Power Rangers,Mighty Morphin Power Rangers,Wave 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,0,Head Butting Robo Goat,Figure,Power Rangers,Mighty Morphin Power Rangers,Wave 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,Evil Light Lord Zed,Figure,Power Rangers,Mighty Morphin Power Rangers,Wave 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,0,1,Pulsar,Figure,Pulsar,Pulsar,Pulsar,matched,property+line+wave+item,2366908,Pulsar,Pulsar,Pulsar,Mattel,1976,Pulsar,Pulsar
1,1,1,1,Egon Spangler with Gulper Ghost,Figure,Real Ghostbusters,Hasbro Retro Ghostbusters,Wave 1,matched,line+item,2406164,Ghostbusters,The Real Ghostbusters,Hasbro Retro Ghostbusters,Hasbro,2020,Classic Retro,Egon Spengler
1,1,1,1,Green Ghost,Figure,Real Ghostbusters,Hasbro Retro Ghostbusters,Wave 1,matched,line+item,2406168,Ghostbusters,The Real Ghostbusters,Hasbro Retro Ghostbusters,Hasbro,2020,Classic Retro,Green Ghost
1,1,1,1,Peter Venkman with Grabber Ghost,Figure,Real Ghostbusters,Hasbro Retro Ghostbusters,Wave 1,matched,line+item,2406169,Ghostbusters,The Real Ghostbusters,Hasbro Retro Ghostbusters,Hasbro,2020,Classic Retro,Peter Venkman
1,1,1,1,Stay-Puft Marshmallow Man,Figure,Real Ghostbusters,Hasbro Retro Ghostbusters,Wave 1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,Ray Stantz with Wrapper Ghost,Figure,Real Ghostbusters,Hasbro Retro Ghostbusters,Wave 1,matched,line+item,2406171,Ghostbusters,The Real Ghostbusters,Hasbro Retro Ghostbusters,Hasbro,2020,Classic Retro,Ray Stantz
1,1,1,1,Winston Zedmore with Chomper Ghost,Figure,Real Ghostbusters,Hasbro Retro Ghostbusters,Wave 1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,Stay Puffed Nightlight AM Radio,Accessory,Real Ghostbusters,Vintage Real Ghostbusters,Licenced Product,matched,property+line+wave+item,2443456,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Kenner,1986,Licenced Product,Stay Puffed Nightlight AM Radio
1,1,1,1,Gumball Machine Coin Bank,Accessory,Real Ghostbusters,Vintage Real Ghostbusters,Licenced Product,matched,property+line+wave+item,2443455,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Kenner,1986,Licenced Product,Gumball Machine Coin Bank
1,1,1,1,Dancing Slimer FM Radio,Accessory,Real Ghostbusters,Vintage Real Ghostbusters,Licenced Product,matched,property+line+wave+item,2443454,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Kenner,1986,Licenced Product,Dancing Slimer FM Radio
1,1,0,1,Ceiling Fan,Accessory,Real Ghostbusters,Vintage Real Ghostbusters,Licenced Product,matched,property+line+wave+item,2443453,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Kenner,1986,Licenced Product,Ceiling Fan
1,1,1,1,AM/FM Headphone Radio,Accessory,Real Ghostbusters,Vintage Real Ghostbusters,Licenced Product,matched,property+line+wave+item,2443452,Ghostbusters,The Real Ghostbusters,Vintage Real Ghostbusters,Kenner,1986,Licenced Product,AM/FM Headphone Radio
2,2,2,1,Stay-Puft Marshmallow Man,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 1,matched,property+line+wave+item,2406082,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 1,Stay-Puft Marshmallow Man
1,1,1,1,Green Ghost,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 1,matched,property+line+wave+item,2406079,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 1,Green Ghost
1,1,0,1,Ghostzapper,Role Play,Real Ghostbusters,Vintage Real Ghostbusters,Wave 1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,0,Ecto-Glow Hero: Egon Spangler,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 10,matched,property+line+wave+item,2406044,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1991,Ecto Glow Heroes,Egon Spengler
1,1,1,0,Ecto-Glow Hero: Louis Tully,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 10,matched,property+line+wave+item,2406045,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1991,Ecto Glow Heroes,Louis Tully
1,1,1,0,Ecto-Glow Hero: Peter Venkman,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 10,matched,property+line+wave+item,2406046,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1991,Ecto Glow Heroes,Peter Venkman
1,1,1,0,Ecto-Glow Hero: Winston Zedmore,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 10,matched,line+wave+base-item,2406048,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1991,Ecto Glow Heroes,Winston Zeddmore (Wrapper Ghost)
1,1,1,0,Ecto-Glow Hero: Ray Stantz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 10,matched,property+line+wave+item,2406047,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1991,Ecto Glow Heroes,Ray Stantz
1,1,1,1,H2Ghost,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 2,matched,property+line+wave+item,2406087,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 2,H2 Ghost
1,1,1,1,Gooper Ghost-Sludge Bucket,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,0,Bad-Too-The-Bone Ghost,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,0,1,Proton Pack,Role Play,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,matched,line+item,2406042,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Accessories,Proton Pack
1,1,1,1,Mini Ghost: Mini Shooter,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,matched,line+item,2406098,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Mini Shooter
1,1,1,0,Mini Ghost: Mini Goopers,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,matched,line+item,2406097,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Mini Goopers
1,1,1,0,Fright Feature Winston Zedmore,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,0,Fright Feature Ray Stantz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,Fright Feature Peter Venkman,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,0,Fright Feature Egon Spangler,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,0,0,Firehouse,Playset,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,Mini Ghost: Mini Traps,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 3,matched,line+item,2406099,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Mini Traps
1,1,1,0,Pull Speed Ahead Ghost,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,property+line+wave+item,2406100,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Pull Speed Ahead Ghost
1,1,1,1,Highway Haunter,Vehicle,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,line+item,2406126,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Vehicles,Highway Haunter
1,1,1,1,Haunted Human: Tombstone Tackle,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,property+line+wave+item,2406102,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Tombstone Tackle Ghost
1,1,1,0,Haunted Human: Mail Fraud,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,property+line+wave+item,2406096,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Mail Fraud
1,1,1,0,Haunted Human: Hard Hat Horror,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,property+line+wave+item,2406095,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Hard Hat Horror Ghost
1,1,1,1,Haunted Human: Granny Gross,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,property+line+wave+item,2406093,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Granny Gross Ghost
1,1,1,0,Haunted Human: Ex-Cop,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,0,0,Gooper Ghost: Green Ghost,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,property+line+wave+item,2406094,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Green Ghost (Gooper Ghost)
1,1,1,0,Fright Feature: Janine Melnitz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,Ecto-2,Vehicle,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,line+item,2406121,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Vehicles,Ecto-2
1,1,1,0,Haunted Human: Terror Trash,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,property+line+wave+item,2406101,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Terror Trash Ghost
1,1,1,1,Brain Blaster Ghost,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 4,matched,property+line+wave+item,2406091,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Brain Blaster Ghost
1,1,1,1,Monster: Mummy,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,property+line+wave+item,2406063,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Monsters,Mummy Monster
1,1,1,0,Monster: Frankenstein,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,property+line+wave+item,2406062,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Monsters,Frankenstein Monster
1,1,1,0,Monster: Dracula,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,property+line+wave+item,2406061,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Monsters,Dracula Monster
1,1,1,1,Monster: Quasimodo,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,property+line+wave+item,2406064,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Monsters,Quasimodo Monster
1,1,1,1,Monster: Wolfman,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,property+line+wave+item,2406065,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Monsters,Wolfman Monster
1,1,1,1,Monster: Zombie,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,property+line+wave+item,2406066,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Monsters,Zombie Monster
1,1,1,1,Screaming Hero: Egon Spangler,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,line+wave+base-item,2406073,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Screaming Heroes,Egon Spengler (Squidsqueal Ghost)
1,1,1,1,Wicked Wheelie,Vehicle,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,line+item,2406103,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Series 3,Wicked Wheelie
1,1,0,1,Screaming Hero: Winston Zedmore,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,line+wave+base-item,2406077,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Screaming Heroes,Winston Zeddmore (Houndhowl Ghost)
1,1,1,1,Screaming Hero: Ray Stantz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,line+wave+base-item,2406076,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Screaming Heroes,Ray Stantz (Vermoan Ghost)
1,1,1,1,Screaming Hero: Peter Venkman,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,line+wave+base-item,2406075,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Screaming Heroes,Peter Venkman (Ghoulgroan Ghost)
1,1,1,1,Screaming Hero: Janine Melnitz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 5,matched,line+wave+base-item,2406074,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Screaming Heroes,Janine Melnitz (Swinewhine Ghost)
1,1,1,1,Green Ghost with Proton Pack,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 6,matched,property+line+wave+item,2406059,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Hand Puppets,Green Ghost
1,1,1,1,Finger Pop Fiends,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 6,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,Fearsome Flush,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 6,matched,line+item,2406112,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Super Fright Features,Fearsome Flush
1,1,1,0,Super Fright Features: Winston Zedmore,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 7,matched,line+wave+base-item,2406118,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Super Fright Features,Winston Zeddmore (Meanie Wienie Ghost)
1,1,1,0,Super Fright Features: Ray Stantz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 7,matched,line+wave+base-item,2406116,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Super Fright Features,Ray Stantz (Monster Mouth Ghost)
1,1,1,1,Super Fright Features: Peter Venkman,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 7,matched,line+wave+base-item,2406115,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Super Fright Features,Peter Venkman (Snake Head Ghost)
1,1,1,1,Super Fright Features: Janine Melnitz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 7,matched,line+wave+base-item,2406114,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Super Fright Features,Janine Melnitz (Boo Fish Ghost)
1,1,1,0,Super Fright Features: Egon Spangler,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 7,matched,line+wave+base-item,2406111,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Super Fright Features,Egon Spengler (Slimy Spider Ghost)
1,1,0,1,Ghost Trap,Role Play,Real Ghostbusters,Vintage Real Ghostbusters,Wave 7,matched,property+line+wave+item,2406113,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Super Fright Features,Ghost Trap
1,1,1,1,Ecto-3,Vehicle,Real Ghostbusters,Vintage Real Ghostbusters,Wave 7,matched,line+item,2406122,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Vehicles,Ecto-3
1,1,1,0,Power Pack Heroes: Ray Stantz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,line+wave+base-item,2406071,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Power Pack Heroes,Ray Stantz (Snatcher Ghost)
1,1,1,0,Power Pack Heroes: Peter Venkman,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,line+wave+base-item,2406070,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Power Pack Heroes,Peter Venkman (Lightning Ghost)
1,1,1,0,Power Pack Heroes: Louis Tully,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,line+wave+base-item,2406069,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Power Pack Heroes,Louis Tully (Vapor Ghost)
1,1,1,0,Power Pack Heroes: Janine Melnitz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,line+wave+base-item,2406068,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Power Pack Heroes,Janine Melnitz (Stretch Ghost)
1,1,1,0,Power Pack Heroes: Egon Spangler,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,line+wave+base-item,2406067,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Power Pack Heroes,Egon Spengler (Twister Ghost)
1,1,1,1,Goblin' Goblins: Terror Tongue,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,property+line+wave+item,2406058,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Gobblin Goblins,Terror Tongue
1,1,1,1,Goblin' Goblins: Terrible Teeth,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,property+line+wave+item,2406057,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Gobblin Goblins,Terrible Teeth
1,1,1,0,Power Pack Heroes: Winston Zedmore,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,line+wave+base-item,2406072,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Power Pack Heroes,Winston Zeddmore (Splitting Ghost)
1,1,1,1,Goblin' Goblins: Nasty Neck,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,property+line+wave+item,2406056,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Gobblin Goblins,Nasty Neck
1,1,1,1,Ghost Sweeper,Vehicle,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,line+item,2406125,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Vehicles,Ghost Sweeper
1,1,0,1,Ecto-500,Vehicle,Real Ghostbusters,Vintage Real Ghostbusters,Wave 8,matched,line+item,2406123,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Vehicles,Ecto-500
1,1,1,0,Slimed Heroes: Ray Stantz,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 9,matched,line+wave+base-item,2406108,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Slimed Heroes,Ray Stantz (Vapor Ghost)
1,1,1,0,Slimed Heroes: Peter Venkman,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 9,matched,property+line+wave+item,2406107,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Slimed Heroes,Peter Venkman
1,1,1,0,Slimed Heroes: Louis Tully,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 9,matched,line+wave+base-item,2406106,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Slimed Heroes,Louis Tully (Four-Eyed Ghost)
1,1,1,1,Slimed Heroes: Egon Spangler,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 9,matched,line+wave+base-item,2406105,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Slimed Heroes,Egon Spengler (Brain Ghost)
1,1,0,1,Ecto-1A,Vehicle,Real Ghostbusters,Vintage Real Ghostbusters,Wave 9,matched,property+line+wave+item,2406120,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1990,Vehicles,Ecto-1A
1,1,1,1,Slimed Heroes: Winston Zedmore,Figure,Real Ghostbusters,Vintage Real Ghostbusters,Wave 9,matched,line+wave+base-item,2406109,Ghostbusters,The Real Ghostbusters,Vintage The Real Ghostbusters,Kenner,1986,Slimed Heroes,Winston Zeddmore (Sucker Ghost)
1,1,0,1,Battle Blaster,Vehicle,Ring Raiders,Ring Raiders,Wave 1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
1,1,1,1,Exedore,Figure,Robotech,Vintage Robotech,Vintage,matched,line+item,2477307,Robotech,Robotech,Vintage Robotech,Matchbox,1986,"6"" Scale",Exedore
1,1,1,1,Breetai,Figure,Robotech,Vintage Robotech,Vintage,matched,line+item,2477305,Robotech,Robotech,Vintage Robotech,Matchbox,1986,"6"" Scale",Breetai
1,1,0,0,The Magic Gemstone,Book,Sectaurs,Vintage Sectaurs,Licenced Products,matched,property+line+wave+item,15275,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1985,Licenced Products,The Magic Gemstone
1,1,1,1,Dargon (Night Fighting) and Parafly,Figure,Sectaurs,Vintage Sectaurs,Sectaurs,matched,line+item,2579496,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1984,Beasts,Dargon (Night Fighting) and Parafly
3,3,2,2,Commander Waspax and Winged,Figure,Sectaurs,Vintage Sectaurs,Sectaurs,matched,line+item,2579494,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1984,Beasts,Commander Waspax and Wingid
1,1,0,1,Hyve,Playset,Sectaurs,Vintage Sectaurs,Sectaurs,matched,line+item,2579503,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1984,Playsets,Hyve
1,1,1,1,Mantor and Raplor,Figure,Sectaurs,Vintage Sectaurs,Sectaurs,matched,line+item,2579498,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1984,Beasts,Mantor and Raplor
2,1,1,1,Zak and Bitaur,Figure,Sectaurs,Vintage Sectaurs,Sectaurs,matched,line+item,2579502,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1984,Beasts,Zak and Bitaur
1,1,0,0,Skulk and Trancula,Vehicle,Sectaurs,Vintage Sectaurs,Sectaurs,matched,line+item,2579501,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1984,Beasts,Skulk and Trancula
2,2,2,2,Skitto and Toxcid,Figure,Sectaurs,Vintage Sectaurs,Sectaurs,matched,line+item,2579500,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1984,Beasts,Skito and Toxcid
1,1,0,0,Pinsor and Battle Beetle,Vehicle,Sectaurs,Vintage Sectaurs,Sectaurs,matched,line+item,2579499,Sectaurs,Sectaurs,Vintage Sectaurs,Coleco,1984,Beasts,Pinsor and Battle Beetle
1,1,1,1,Warning Detector Set,Role Play,Silverhawks,Silverhawks,Licenced Product,matched,property+line+wave+item,3602953,SilverHawks,SilverHawks,Licensed Products,Kenner,1987,Licenced Product,Warning Detector Set
1,1,1,1,Toothbrush and Stand,Accessory,Silverhawks,Silverhawks,Licenced Product,matched,property+line+wave+item,3602952,SilverHawks,SilverHawks,Licensed Products,Kenner,1987,Licenced Product,Toothbrush and Stand
1,1,1,1,Birthday Invitations,Accessory,Silverhawks,Silverhawks,Licenced Product,matched,property+line+wave+item,3602951,SilverHawks,SilverHawks,Licensed Products,Kenner,1987,Licenced Product,Birthday Invitations
1,1,1,1,MonStar with Sky-Shadow,Figure,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599929,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Basic Series,Mon*Star (with Sky-Shadow)
1,0,0,1,Maraj,Vehicle,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599939,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Vehicles,Maraj
1,1,1,1,Copper Kid with May Day,Figure,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599924,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Basic Series,Copper Kidd (with May-Day)
1,1,1,0,Buzz-Saw with Shredator,Figure,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599921,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Basic Series,Buzz-Saw (with Shredator)
1,1,1,0,Mumbo-Jumbo with Airshock,Figure,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599931,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Basic Series,Mumbo-Jumbo (with Airshock)
1,1,1,0,Quicksilver with Tally-Hawk,Figure,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599932,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Basic Series,Quicksilver (with Tally-Hawk)
1,1,0,0,Sky-Shadow,Vehicle,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599941,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Vehicles,Sky-Shadow
1,1,1,1,Stargazer with Sly-Bird,Figure,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599934,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Basic Series,Stargazer (with Sly-Bird)
1,1,1,1,Sprint Hawk,Vehicle,Silverhawks,Silverhawks,Wave 1,matched,line+item,2599942,SilverHawks,SilverHawks,Vintage SilverHawks,Kenner,1986,Vehicles,Sprinthawk
