catalog_item_id,franchise,property_name,product_line,release_year,wave,item_name,kind,host,url,source_url
192359,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Greasepit,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Greasepit1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192359,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Greasepit,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Greasepit-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192360,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Lawrence Limburger,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_LawrenceLimburger1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192360,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Lawrence Limburger,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_LawrenceLimburger-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192361,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Lectromag,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Lectromag1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192361,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Lectromag,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Lectromag-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192362,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Modo,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Modo1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192362,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Modo,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Modo-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192363,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Throttle,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Throttle1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192363,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Throttle,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Throttle-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192364,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Vinnie,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Vinnie1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192364,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Series,Vinnie,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_Vinnie-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=0
192368,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1994,Basic Vehicles & Playsets,Jail Cruiser,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_JailCruiser1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=3
192368,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1994,Basic Vehicles & Playsets,Jail Cruiser,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_JailCruiser-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=3
192373,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1994,Basic Vehicles & Playsets,Super Sidecar,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_SuperSidecar1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=3
192373,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1994,Basic Vehicles & Playsets,Super Sidecar,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_SuperSidecar-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=3
192375,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Vehicles & Playsets,Throttle's Martian Monster Bike (Ergonomic Saddle),loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_ThrottlesMartianMonsterBike1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=3
192375,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Basic Vehicles & Playsets,Throttle's Martian Monster Bike (Ergonomic Saddle),packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_ThrottlesMartianMonsterBike-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=3
192382,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1994,Freedom Fighters,Commando Modo,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_CommandoModo1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=5
192382,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1994,Freedom Fighters,Commando Modo,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_CommandoModo-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=5
192391,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Games,Motorized Lap Top Race Track,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_MotorizedLapTopRaceTrack-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=7
192397,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1993,Gift Sets,Radical Rider Set,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_RadicalRiderSet-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=8
192413,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1995,Off-Road Bro's Vehicles,Throttle's Tromper ATV,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_ThrottlesTromperATV1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=12
192413,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1995,Off-Road Bro's Vehicles,Throttle's Tromper ATV,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_ThrottlesTromperATV-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=12
192414,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1995,Off-Road Bro's Vehicles,Vinnie's Rattler ATV,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_VinniesRattlerATV1.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=12
192414,Biker Mice From Mars,Biker Mice From Mars,Vintage Biker Mice From Mars,1995,Off-Road Bro's Vehicles,Vinnie's Rattler ATV,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bikermicefrommars/thumb_VinniesRattlerATV-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=658&ssid=12
203646,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Accessories,Phone Booth,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_PhoneBooth-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
203647,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Accessories,Wild Stallyns Jam Session,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_WildStallynsJamSession-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
203648,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Accessories,Wild Stallyns Speaker & Tape,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_WildStallynsSpeakerTape-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
203649,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Basic Series,Abe Lincoln,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_AbeLincoln-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
203650,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Basic Series,Bill S. Preston Esq.,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_Bill-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
203651,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Basic Series,Billy the Kid,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_BillyTheKid-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
203652,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Basic Series,Genghis Khan,loose,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_GenghisKhan1.jpg,https://www.figurerealm.com/actionfigure?action=actionfigure&figure=genghiskhan&id=4698
203652,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Basic Series,Genghis Khan,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_GenghisKhan-Front.jpg,https://www.figurerealm.com/actionfigure?action=actionfigure&figure=genghiskhan&id=4698
203653,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Basic Series,Grim Reaper,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_GrimReaper-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
203654,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Basic Series,Rufus,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_Rufus-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
203655,Bill and Ted's Excellent Adventure,Bill and Ted's Excellent Adventure,Vintage Bill and Ted,1991,Basic Series,"Ted ""Theodore"" Logan",packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/billandtedsexcellentadventure/thumb_Ted-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=668
214874,Bionic Six,Bionic Six,Vintage Bionic Six,1986,Accessories,Bionic Dirt Bike,packaged,www.figurerealm.com,https://www.figurerealm.com/galleries/bionicsix/thumb_BionicDirtBike-Front.jpg,https://www.figurerealm.com/actionfigure?action=seriesitemlist&id=676
